"","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12"
"OTU533",6,34,2,1,0,0,3,3,1,2,14,3,1,1,0,0,0,0,0,1,1,3,4,1,0,1,0,0,0,1,0,0,1,0,0,1
"OTU83",58,25,34,272,335,215,65,148,45,21,5,14,0,0,4,1,1,10,2,0,1,4,5,2,54,15,6,109,26,6,7,0,10,1,7,13
"OTU82",2,2,0,3,1,3,10,2,2,5,6,3,1,0,1,0,1,1,4,1,0,2,3,1,53,174,171,44,127,157,428,159,116,115,34,68
"OTU81",80,71,161,98,95,68,298,287,209,404,164,214,103,110,78,83,70,41,36,84,80,62,29,95,29,95,95,17,50,99,75,101,63,66,33,83
"OTU80",110,35,324,173,65,83,58,81,82,170,218,195,82,176,60,66,234,103,65,158,262,120,53,91,35,66,19,42,51,53,0,18,32,48,26,19
"OTU87",1,2,2,3,0,12,1,1,1,2,0,1,6,5,4,3,2,6,5,6,5,0,2,0,251,139,169,253,129,14,183,133,197,175,214,69
"OTU86",46,55,23,11,3,6,4,9,6,16,28,26,78,28,44,246,122,37,20,61,84,135,340,37,0,9,5,0,1,0,6,1,2,4,1,1
"OTU85",9,6,17,16,31,35,353,31,15,6,4,2,3,17,13,6,15,10,28,12,5,17,6,34,17,12,4,20,19,20,4,3,1,4,9,8
"OTU84",431,253,248,60,24,13,23,23,29,65,135,120,69,32,16,146,74,29,16,35,70,117,191,22,12,27,73,1,5,7,41,35,23,21,10,8
"OTU817",0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,0,1,1,3,1,4,0,1,0,1,1,0,0,0,0,1,0,0,0,0
"OTU89",135,219,167,119,116,119,263,280,229,275,426,312,56,134,70,41,72,46,43,139,100,92,67,76,39,130,77,49,75,169,209,139,172,138,74,89
"OTU88",125,11,136,106,48,29,94,22,34,42,67,75,137,95,98,296,227,68,50,89,73,76,42,82,3,16,3,2,2,1,0,2,1,3,0,0
"OTU816",5,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU922",1,2,1,0,0,1,1,1,1,3,1,0,3,0,0,2,5,0,0,3,0,2,2,1,0,0,3,0,0,0,1,1,2,0,0,0
"OTU897",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU855",3,2,15,5,5,4,1,13,1,15,10,12,2,6,0,4,2,2,1,1,1,4,0,0,4,22,18,14,23,31,5,10,23,21,12,15
"OTU329",10,12,19,18,20,11,34,24,16,39,28,28,18,26,10,16,10,8,11,29,36,20,10,15,7,48,35,18,18,59,13,41,50,49,29,34
"OTU328",2,2,1,3,2,2,2,0,1,0,1,1,36,6,3,50,28,12,6,6,11,19,35,6,1,5,0,1,0,0,0,0,0,0,0,0
"OTU499",8,12,7,5,17,7,23,12,19,28,7,19,31,28,12,11,11,11,7,20,19,7,8,9,17,26,33,4,19,58,18,21,12,34,6,135
"OTU498",6,6,7,10,21,20,15,2,9,13,7,3,3,6,1,3,7,6,15,4,2,1,2,2,12,11,1,9,10,3,10,0,3,11,5,1
"OTU325",20,17,12,5,1,2,3,10,8,8,13,12,13,2,8,18,16,4,1,5,6,19,38,5,8,48,37,3,21,36,22,49,13,32,18,41
"OTU324",9,15,5,9,3,5,2,2,5,9,6,7,30,13,14,33,27,30,10,20,25,23,52,4,1,2,1,3,2,0,3,2,3,2,1,2
"OTU327",27,30,63,42,58,38,115,83,68,206,90,98,100,146,92,61,51,39,50,95,105,58,32,90,43,145,97,25,102,158,55,147,71,78,36,92
"OTU326",19,29,29,10,15,13,35,18,15,23,49,46,11,27,17,10,15,15,13,27,30,27,26,23,8,12,7,4,7,41,15,23,19,26,17,19
"OTU321",22,15,47,27,21,17,30,49,34,33,30,48,10,20,13,13,22,11,6,26,16,15,16,14,6,24,9,8,8,24,21,23,22,17,4,6
"OTU320",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,52,3,16,16,21,0,0,0,0,0,1
"OTU323",12,38,21,14,7,10,41,15,12,26,44,24,18,33,18,16,22,10,9,36,46,23,24,22,4,7,7,3,1,19,22,13,13,6,3,9
"OTU322",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,46,34,13,12,27,14,52,35,10,16,28
"OTU1099",0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,4,4,10,3,1,0,1,7,3,0,0,1
"OTU1065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,1,0,0,1,0
"OTU819",1,0,1,0,0,2,5,1,4,6,0,1,1,4,1,0,2,1,3,2,4,0,0,1,1,3,2,1,0,1,2,1,0,2,1,0
"OTU854",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,1,0,3,3,1,0,1,2,4
"OTU818",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU798",2,1,0,0,2,0,0,2,1,1,0,0,2,7,4,3,3,2,3,4,1,3,7,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU991",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,0,0,0,1,1,0
"OTU408",1,2,1,8,7,1,11,3,7,13,5,7,6,7,3,4,6,1,2,3,6,3,2,6,1,12,8,1,11,21,3,9,5,16,7,10
"OTU409",4,1,1,10,33,62,0,0,1,4,1,1,1,0,0,0,1,8,25,0,0,0,0,2,5,2,1,3,1,0,0,0,3,0,0,0
"OTU962",5,14,13,1,9,5,11,22,7,10,21,13,90,133,104,67,99,47,37,143,124,87,83,35,4,7,2,1,3,5,6,4,5,6,4,7
"OTU1016",0,0,3,0,1,1,3,1,2,0,0,2,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,2
"OTU400",6,9,8,4,2,1,1,0,3,6,8,8,16,17,5,10,13,6,4,19,16,14,15,2,3,6,6,4,6,21,10,16,18,28,14,11
"OTU401",5,16,12,7,6,10,18,12,9,10,20,11,7,30,23,8,18,13,12,20,24,18,16,24,0,2,0,0,3,0,6,0,2,3,1,2
"OTU402",5,10,3,0,0,0,0,0,0,3,3,1,11,5,2,12,5,2,1,10,13,47,36,3,0,1,2,0,3,3,7,3,0,0,1,8
"OTU403",3,1,2,6,3,5,8,5,5,6,7,4,10,17,3,8,14,4,7,19,28,11,7,3,0,2,1,7,2,8,2,10,17,3,7,9
"OTU404",15,2,26,16,13,7,3,0,0,1,0,2,25,4,0,19,29,31,15,0,2,2,0,23,17,35,11,19,12,7,1,3,1,0,0,0
"OTU405",1,0,0,1,0,2,0,0,0,1,1,0,8,4,4,9,8,7,10,3,4,8,4,11,53,39,21,43,24,5,21,13,4,2,9,2
"OTU406",10,9,15,11,2,5,13,27,20,23,14,24,12,10,14,10,18,5,4,11,11,6,6,8,7,25,2,4,7,26,1,26,16,22,10,16
"OTU407",65,27,28,3,4,1,3,3,2,0,3,2,22,2,2,48,2,5,4,2,3,11,27,2,0,5,3,0,0,2,2,0,0,2,0,0
"OTU149",46,61,28,6,1,0,12,11,2,6,43,13,53,34,23,121,33,9,8,15,41,136,144,6,0,5,0,1,0,0,1,0,2,3,1,0
"OTU148",0,2,1,6,16,26,161,42,17,6,1,2,0,3,0,2,2,0,1,2,1,11,1,7,33,62,40,15,144,208,13,34,21,54,30,117
"OTU662",0,0,0,0,0,0,0,0,1,0,2,1,6,23,23,13,16,11,5,6,10,15,8,14,0,0,0,0,0,2,1,0,0,1,0,3
"OTU663",8,6,1,8,5,4,7,7,10,1,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU664",3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,1,1,0,1,5,9,1,0,0,1,0,0,0,0,0,0,0,0,0
"OTU665",0,3,0,1,2,1,3,2,1,3,2,1,1,16,5,2,4,0,3,5,3,4,1,6,0,2,0,0,0,2,1,2,0,2,0,1
"OTU666",2,0,2,3,4,10,4,0,3,0,0,0,2,1,1,1,1,1,4,0,0,0,0,10,2,0,1,1,8,1,1,0,0,0,0,0
"OTU667",0,0,0,6,14,11,1,0,2,0,0,0,0,0,0,0,0,1,15,0,0,0,0,13,7,0,0,3,10,16,0,0,0,0,0,0
"OTU141",177,76,171,184,67,53,30,48,120,67,106,144,61,31,122,99,63,62,26,34,34,55,59,44,4,6,12,8,3,9,2,3,7,6,4,7
"OTU140",32,10,36,31,12,13,30,23,30,28,40,67,101,80,49,115,99,30,37,87,83,53,42,69,52,159,39,79,92,328,33,151,257,319,282,378
"OTU143",60,16,86,168,217,73,27,9,29,54,41,41,145,56,8,56,201,161,86,91,193,135,78,41,280,263,183,363,141,36,44,17,15,11,1,4
"OTU142",19,16,17,26,31,27,12,56,54,34,20,30,43,71,162,36,76,110,103,79,76,59,46,60,16,11,13,23,18,5,19,17,26,19,50,26
"OTU145",12,11,34,90,146,95,7,34,76,166,23,85,35,81,41,46,84,124,40,55,75,32,24,120,18,26,7,8,20,4,10,22,26,44,18,6
"OTU144",6,4,17,15,16,4,34,38,16,37,6,10,148,59,24,139,34,11,6,33,28,23,10,38,2,18,3,2,3,14,0,3,2,2,2,16
"OTU147",18,9,29,68,76,57,17,5,9,17,8,13,87,27,22,39,149,147,128,95,70,54,115,82,37,63,122,20,30,3,41,30,17,22,7,3
"OTU146",10,4,27,13,6,12,24,37,28,28,13,26,58,80,85,51,102,41,33,66,89,34,28,75,5,7,3,9,6,9,2,6,11,16,13,16
"OTU390",10,0,24,11,4,8,15,10,8,16,10,24,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"OTU391",16,32,6,4,3,2,2,2,3,2,11,8,2,6,0,3,4,1,0,2,3,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU392",57,35,36,51,11,12,2,5,11,9,15,18,36,7,7,54,22,20,7,13,16,19,28,5,1,1,7,3,1,0,3,2,5,2,7,2
"OTU393",5,9,18,5,6,6,2,1,3,2,21,6,9,5,1,15,10,3,6,7,6,5,9,4,17,24,34,6,19,8,42,12,8,10,4,5
"OTU394",0,0,0,3,5,21,6,13,7,1,0,0,0,7,17,0,0,3,53,0,0,0,0,54,9,0,1,10,33,1,0,0,0,0,5,3
"OTU395",0,0,0,1,0,8,52,67,12,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,4
"OTU396",8,8,18,13,9,29,61,45,34,31,29,22,12,37,35,10,11,12,17,28,16,11,8,32,5,16,8,8,24,56,6,4,18,22,18,25
"OTU397",46,3,41,14,6,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,35,36,14,3,6,5,5,2,0,0,0
"OTU398",27,34,27,17,21,12,34,34,37,27,49,43,8,11,16,5,10,5,7,13,10,8,10,16,4,11,10,6,3,17,17,11,16,6,11,8
"OTU399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,37,44,3,15,24,6,17,5,8,2,12
"OTU660",0,1,9,7,7,4,8,5,3,7,5,5,4,0,2,2,1,0,1,1,0,0,0,2,1,7,3,2,5,6,8,4,2,6,0,7
"OTU437",1,2,7,20,62,51,3,1,10,5,2,0,0,6,0,1,0,8,18,2,0,0,1,12,22,6,9,22,45,15,4,1,3,0,3,2
"OTU1055",0,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0
"OTU1054",0,0,0,0,1,0,0,0,0,3,0,2,1,3,1,0,1,1,1,1,2,1,0,0,0,4,1,0,0,2,1,0,1,0,0,3
"OTU1057",0,0,0,1,1,1,2,0,0,0,1,2,0,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1
"OTU436",25,6,9,16,14,5,0,0,0,2,2,1,2,0,1,9,3,5,9,0,1,2,7,3,2,3,3,1,0,0,0,0,0,1,0,1
"OTU1051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1050",2,2,0,3,1,1,0,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0
"OTU1053",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"OTU1052",0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"OTU1194",0,1,0,0,0,0,0,0,1,1,1,2,3,3,2,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"OTU431",0,0,1,15,11,2,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU1196",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,5,2,0,0,0,0,0,0,0
"OTU1197",0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0
"OTU1059",1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,0,1,0,0,0
"OTU1058",0,1,0,0,1,1,3,0,3,2,4,0,2,1,0,0,0,1,1,3,0,1,1,1,0,1,0,0,0,4,1,2,1,3,0,2
"OTU960",0,1,4,2,3,0,4,1,1,2,1,0,3,3,0,2,1,0,1,2,0,2,0,1,0,2,1,0,3,0,0,3,1,0,1,0
"OTU430",7,0,31,9,5,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1,2,1,0,0,0,0,0,0,0
"OTU242",1,1,1,0,0,0,0,0,1,1,0,0,75,20,10,30,95,40,30,33,44,52,50,14,1,0,0,0,0,0,3,0,0,2,0,0
"OTU243",38,45,20,37,40,28,39,33,64,28,64,23,32,21,27,16,43,29,49,24,14,24,23,24,5,11,9,8,12,15,17,2,1,5,13,18
"OTU240",33,20,42,21,16,8,13,17,15,54,18,25,31,18,10,51,6,2,6,13,4,5,14,11,1,1,3,1,0,1,1,2,0,3,0,1
"OTU241",18,30,36,23,30,41,83,60,52,46,72,50,45,66,53,17,31,35,19,75,87,51,26,52,29,35,23,22,44,54,53,55,73,81,35,55
"OTU246",25,40,46,21,21,22,20,26,25,38,55,63,18,25,10,14,19,10,8,27,35,37,27,21,2,4,2,4,4,14,16,6,17,20,7,8
"OTU247",98,74,66,68,31,17,8,37,43,22,25,38,32,12,19,62,42,33,19,11,21,21,48,12,28,33,65,37,25,30,43,32,18,20,43,50
"OTU244",4,1,6,22,32,94,74,1,1,0,1,0,2,1,2,7,5,13,64,0,0,6,1,115,8,6,3,18,88,108,0,0,0,0,0,0
"OTU245",30,18,54,36,33,50,82,175,74,75,82,132,0,1,1,0,0,3,0,1,0,8,2,3,40,79,49,34,84,371,60,85,100,92,72,161
"OTU248",9,36,5,2,1,0,0,1,3,0,11,4,12,0,1,14,5,3,4,4,10,58,114,1,0,2,1,0,0,0,8,2,0,0,0,1
"OTU249",18,25,3,9,14,4,4,4,5,15,18,16,5,17,5,11,11,13,1,16,25,15,6,7,2,35,19,14,6,0,19,17,46,93,11,4
"OTU718",4,4,1,0,1,0,0,0,0,2,1,4,2,3,0,3,2,0,0,1,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU719",3,1,2,1,4,3,11,3,2,1,7,4,1,7,6,8,3,2,2,5,6,5,2,7,1,2,6,2,0,1,5,0,3,1,0,0
"OTU946",1,1,2,1,0,2,2,4,1,3,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,4,0,0,2,1,0,1
"OTU780",10,6,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0
"OTU815",0,2,0,0,2,0,2,1,1,0,1,1,2,0,1,2,3,1,1,2,0,1,2,3,0,1,3,1,2,1,6,1,4,0,1,0
"OTU1023",3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0
"OTU967",2,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,3,2,6,0,7,1,3,6,8,3
"OTU433",2,3,5,6,5,3,16,17,8,3,4,11,21,3,11,5,10,13,9,14,12,5,2,4,5,14,5,9,4,23,9,8,10,12,7,18
"OTU786",8,1,8,18,12,3,3,2,3,1,4,5,0,0,3,0,0,1,0,2,0,0,0,2,2,0,3,1,1,2,1,0,1,0,2,0
"OTU72",52,98,43,19,30,20,67,84,37,100,79,59,185,148,101,227,96,45,32,166,225,344,457,60,30,92,174,32,39,64,175,164,74,90,42,90
"OTU73",311,150,174,47,8,15,14,4,30,55,91,137,32,8,10,52,26,13,2,9,12,36,20,7,25,89,110,27,19,27,57,96,65,30,41,63
"OTU70",3,4,2,1,0,1,1,1,0,1,2,2,141,31,39,235,115,40,25,48,57,123,70,59,35,181,469,47,42,55,303,265,161,128,64,32
"OTU71",8,18,7,4,2,9,5,4,5,7,7,2,52,84,29,155,138,39,25,29,39,26,400,82,1,13,3,0,0,0,8,0,3,5,0,0
"OTU76",1,4,0,0,0,0,2,0,0,0,5,0,64,43,18,88,45,9,10,45,78,396,445,16,0,3,0,0,0,4,4,1,0,5,1,0
"OTU77",750,827,958,226,241,312,361,361,562,858,1055,1004,73,54,36,57,55,22,30,55,61,114,68,52,13,59,76,29,27,17,146,78,88,64,36,10
"OTU74",117,130,154,28,17,13,112,24,19,119,174,128,291,243,29,285,337,27,29,252,241,278,366,229,1,104,56,8,15,66,59,52,44,73,10,8
"OTU75",0,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,129,121,62,22,11,446,226,161,130,91,52
"OTU850",0,0,1,0,0,0,1,2,1,4,0,0,1,3,1,1,1,0,0,4,1,1,0,2,0,2,0,1,0,4,3,0,1,3,2,0
"OTU78",299,306,310,172,33,30,14,20,78,123,222,272,3,5,0,3,7,3,0,2,6,4,4,6,34,33,125,28,17,13,82,131,133,48,30,20
"OTU79",34,37,37,15,16,33,11,73,33,23,25,28,45,19,25,43,47,32,11,20,37,50,94,24,71,240,110,129,91,190,91,152,182,85,203,570
"OTU1158",0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU961",0,1,0,0,0,0,1,0,2,3,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0
"OTU1098",0,0,0,0,0,0,4,1,0,2,2,1,7,11,6,3,3,0,2,3,3,4,1,5,0,1,2,0,2,5,0,3,1,0,3,4
"OTU966",3,2,2,0,0,1,3,1,5,6,3,2,0,0,3,0,1,2,2,0,8,1,3,1,3,4,4,5,3,16,1,11,4,6,6,5
"OTU432",24,25,27,11,12,3,9,15,14,5,17,12,0,0,0,0,0,0,0,0,0,2,1,1,0,11,5,0,3,3,17,14,6,6,19,11
"OTU1121",0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1120",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"OTU1123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,0,1,2,3,0
"OTU1122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0
"OTU1124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1127",0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,1,2,0,0,0,0,1,0,1,0,6,0,0,0,3,0,0,0,0,0
"OTU733",0,2,0,2,2,0,0,1,1,1,2,0,3,1,0,3,1,0,1,4,2,4,2,0,1,1,0,0,0,0,3,0,0,1,0,0
"OTU1129",0,0,1,0,1,1,3,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
"OTU1128",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0
"OTU990",4,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU974",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,2,5,0,0,0,0,0,0,0
"OTU1155",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0
"OTU659",5,6,1,1,2,2,2,5,5,1,3,3,0,1,1,1,0,0,0,2,0,1,0,0,4,4,8,0,3,0,3,3,3,7,2,0
"OTU1126",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,5,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
"OTU510",16,14,9,13,7,3,11,12,5,4,1,4,9,5,3,11,6,8,3,4,7,12,24,8,5,16,8,8,5,13,7,8,8,3,5,16
"OTU658",0,0,0,1,0,2,15,4,0,0,0,0,1,8,6,2,3,4,3,4,0,3,2,7,0,0,0,0,1,3,1,0,0,0,0,1
"OTU1005",2,0,5,1,0,3,6,4,3,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1
"OTU511",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,14,2,9,25,12,2,3,13,19,17,13
"OTU955",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,2,2,3,3,3,1,3,6,2,5,4,4,1,2
"OTU927",0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"OTU866",3,2,3,11,15,6,4,9,11,10,4,2,1,2,2,0,0,1,0,3,1,3,1,2,0,0,0,0,0,2,0,0,0,1,0,0
"OTU867",1,2,3,0,2,5,11,2,3,2,2,7,1,2,1,2,0,0,0,4,1,4,0,0,1,1,1,0,5,3,2,4,3,4,0,5
"OTU864",11,10,5,0,0,0,1,0,0,0,0,0,3,0,1,2,1,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU865",1,1,6,0,1,0,2,0,0,2,10,5,0,1,0,1,0,0,0,2,4,4,4,1,0,0,0,0,0,0,1,3,1,2,0,0
"OTU862",0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0
"OTU863",0,1,1,0,0,1,3,3,1,0,4,0,0,0,0,0,3,1,2,1,0,2,2,1,4,3,6,3,4,3,5,2,6,0,2,3
"OTU860",1,2,4,3,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"OTU861",0,0,4,1,0,0,4,4,2,4,4,2,2,1,1,2,2,1,0,1,1,1,1,3,2,2,4,1,1,1,0,0,0,1,1,1
"OTU868",1,1,2,1,0,0,0,0,0,2,2,0,3,0,1,3,0,0,0,1,0,3,3,0,0,2,5,0,2,2,1,4,0,1,0,5
"OTU540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,22,6,11,3,11,4,4,6,0,4,13
"OTU769",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,7,5,1,7,2,0,2,3
"OTU926",3,2,4,0,1,2,11,1,1,0,0,3,3,9,0,1,0,0,1,0,0,1,1,0,2,2,3,0,2,4,2,7,2,2,1,2
"OTU998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,2,4,1,0
"OTU518",16,23,19,13,6,2,2,17,10,7,19,10,7,3,4,3,6,2,1,9,10,18,20,2,3,7,3,1,2,0,0,4,3,1,0,4
"OTU1021",0,1,2,1,1,0,3,2,0,4,0,4,0,1,0,0,0,2,0,0,2,0,1,1,0,0,1,0,0,5,0,0,0,1,0,0
"OTU941",0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,7,0,0,0,0,1,27,5,0,11,6,0,0,2,0,0,0,0
"OTU598",3,4,15,12,1,5,15,4,11,11,11,14,2,7,3,1,6,2,1,2,5,5,3,2,1,0,0,0,0,0,0,0,1,1,1,2
"OTU519",6,3,2,0,0,2,2,0,0,0,2,0,19,17,12,23,16,4,5,21,8,34,39,15,0,4,4,1,2,2,2,1,2,1,0,1
"OTU942",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,8,0,0,2,0
"OTU940",0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,1,2,0,0,2,2,1,0,1,3,0,2,2,1,1,2,3,1,1,3
"OTU592",1,8,11,5,5,5,9,9,9,10,13,9,3,9,3,4,10,3,6,11,13,9,6,8,4,3,9,3,9,12,12,8,8,5,5,6
"OTU593",3,7,10,4,3,6,10,5,2,5,8,11,3,1,1,4,3,2,0,1,1,2,2,0,2,9,5,7,7,12,7,12,9,18,10,7
"OTU590",2,6,8,5,4,10,3,5,5,10,14,4,22,25,8,10,16,8,6,14,12,12,10,11,3,3,4,3,4,1,9,10,10,7,0,5
"OTU591",4,13,4,3,3,1,8,1,0,2,2,8,3,1,0,7,1,0,0,0,1,2,6,0,2,6,5,1,4,2,1,8,4,2,2,2
"OTU596",5,7,4,8,7,2,4,3,6,10,8,9,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,2,0
"OTU597",6,17,12,6,7,3,12,12,5,16,11,8,23,21,20,32,18,14,9,23,17,23,13,10,1,29,13,3,3,11,18,6,16,17,16,20
"OTU594",10,1,10,10,7,5,6,6,5,5,2,4,0,0,0,1,11,2,1,3,1,2,0,0,1,1,1,0,1,3,0,0,0,0,0,0
"OTU595",6,8,8,5,5,3,10,0,8,18,16,11,1,5,7,0,6,4,2,7,12,6,5,13,3,2,1,1,1,3,3,2,1,2,0,2
"OTU609",6,21,1,1,0,1,0,1,0,1,5,0,1,1,0,8,3,2,1,1,2,9,24,1,0,4,13,0,0,0,5,3,1,2,0,0
